Genre,Runtime,Studio,movienane,year
Drama,180 minutes,Warner Home Video,How the West Was Won,1963
Drama,91 minutes,Sony Pictures Home Entertainment,You Got Served: Beat The World,2011
Drama,96 minutes,Music Box Films,Tuya's Marriage,2006
Drama,90 minutes,MGM Home Entertainment,Mata Hari,1932
Drama,98 minutes,Image Entertainment,The Double,2011
Drama,102 minutes,Summit Entertainment,Man on a Ledge,2012
Drama,116 minutes,MGM,Moby Dick,1956
Drama,123 minutes,Universal Pictures,The Eiger Sanction,1975
Drama,116 minutes,Columbia Pictures,Passengers,2016
Drama,160 minutes,Zebra Film,General della Rovere (Il generale Della Rovere),1959
Drama,84 minutes,Perlmutt Productions,Havana Motor Club,2016
Drama,107 minutes,FilmsWeLike,24 City (Er shi si cheng ji),2008
Drama,116 minutes,DreamWorks/Paramount Studios,Sweeney Todd: The Demon Barber of Fleet Street,2007
Drama,103 minutes,Netflix,Gerald's Game,2017
Drama,98 minutes,Regent Releasing,Summer Storm (Sommersturm),2006
Drama,192 minutes,CiBy 2000,Underground,1995
Drama,98 minutes,Zeitgeist Films,The Piano Tuner of Earthquakes,2006
Drama,110 minutes,Warner Bros. Pictures,Me Before You,2016
Drama,107 minutes,Asian Crush,JSA: Joint Security Area (Gongdong gyeongbi guyeok JSA),2000
Drama,98 minutes,Walt Disney Pictures,High School Musical,2006
Drama,100 minutes,Tribeca Film,Palo Alto,2014
Drama,91 minutes,Destination Films,Bats,1999
Drama,118 minutes,New Line Cinema,American History X,1998
Drama,70 minutes,RabbitBandini Productions,Memoria,2016
Drama,93 minutes,Paramount Pictures,Dead Man on Campus,1998
Drama,100 minutes,Les Films du Losange,Grigris,2013
Drama,93 minutes,Screen Media Films,Love's Kitchen,2011
Drama,89 minutes,Studio Not Available,Wild Hearts Can't Be Broken,1991
Drama,107 minutes,Sony Pictures Classics,The Flower of My Secret,1995
Drama,123 minutes,Sony Pictures,Marie Antoinette,2006
Drama,105 minutes,Zik Zak Filmworks,I Remember You (Eg Man Big),2017
Drama,129 minutes,Sony Pictures Classics,Breakfast on Pluto,2005
Drama,98 minutes,Summit Entertainment,P2,2007
Drama,101 minutes,Columbia Pictures,One From the Heart,1982
Drama,100 minutes,Magnolia Pictures,Harlem Aria,1999
Drama,96 minutes,Film Movement,Amour Fou,2015
Drama,99 minutes,Studio Not Available,Bleak Street (La calle de la amargura),2016
Drama,108 minutes,IFC First Take,Tony 'n' Tina's Wedding,2007
Drama,175 minutes,United Artists,A Bridge Too Far,1977
Drama,115 minutes,South Australian Film,Picnic at Hanging Rock,1975
Drama,110 minutes,Vestron Video,The Hotel New Hampshire,1984
Drama,90 minutes,Independent Pictures,Last Night,2011
Drama,95 minutes,Oscilloscope Pictures,Hello I Must Be Going,2012
Drama,91 minutes,Duplass Brothers,Rainbow Time,2016
Drama,81 minutes,IFC Films,How to Rob a Bank,2007
Drama,94 minutes,MGM Home Entertainment,Black Caesar,1973
Drama,100 minutes,Anchor Bay Entertainment,The Incredible Hulk Returns,1988
Drama,109 minutes,Lionsgate Films,Tyler Perry's Good Deeds,2012
Drama,124 minutes,Universal Pictures,Two for the Money,2005
Drama,113 minutes,Samuel Goldwyn Films,Home Run,2013
Drama,113 minutes,Kino International,Queen Kelly,1929
Drama,88 minutes,FUNimation Films,Attack On Titan: Part 2 (Shingeki no kyojin endo obu za warudo),2015
Drama,106 minutes,WARNER BROTHERS PICTURES,Wildcats,1986
Drama,123 minutes,Paramount,The Elephant Man,1980
Drama,152 minutes,Fox,A Farewell To Arms,1957
Drama,97 minutes,Innovation Film Group,Citizen Verdict,2005
Drama,102 minutes,Lorimar Home Video,The Morning After,1986
Drama,108 minutes,Artisan Entertainment,Amandla! A Revolution in Four-Part Harmony,2003
Drama,91 minutes,Fox Searchlight Pictures,Notes on a Scandal,2006
Drama,96 minutes,CBS Films,The Words,2012
Drama,128 minutes,Warner Bros. Pictures,Ocean's 11,1960
Drama,103 minutes,Gutek Film,The Garden of Earthly Delights,2006
Drama,92 minutes,72nd Street Productions,The Vicious Kind,2009
Drama,102 minutes,Paramount Home Video,Funeral in Berlin,1966
Drama,94 minutes,Sony Pictures and Vertical Entertainment,Golden Exits,2018
Drama,102 minutes,Low Spark Films,The Land,2016
Drama,100 minutes,Orion Home Video,Article 99,1992
Drama,82 minutes,Criterion Collection,L'Atalante,1934
Drama,92 minutes,Miramax Films,54,1998
Drama,102 minutes,Senart Films Releasing,Bonneville,2006
Drama,113 minutes,TLA Releasing,20 Centimeters (20 Centimetres) (20 centmetros),2005
Drama,109 minutes,IFC,Like Someone in Love,2013
Drama,106 minutes,Screen Media Films,Sugar Mountain,2016
Drama,109 minutes,Sony Pictures,Battle of the Year,2013
Drama,91 minutes,Netflix,iBoy,2017
Drama,143 minutes,Warner Bros. Pictures,Auntie Mame,1958
Drama,86 minutes,Paladin Pictures,What We Do In The Shadows,2015
Drama,103 minutes,United Artists,The Hospital,1971
Drama,72 minutes,Criterion Collection,The Tale of Zatoichi Continues (Zoku Zatichi monogatari),1962
Drama,102 minutes,Vertical Entertainment and DIRECTV,A Crooked Somebody,2018
Drama,74 minutes,Allied Artists,House On Haunted Hill,1959
Drama,104 minutes,Tribeca Films,Ecstasy,2012
Drama,122 minutes,MGM,The End of Violence,1997
Drama,115 minutes,Paramount Pictures,mother!,2017
Drama,118 minutes,Lionsgate Films,Why Did I Get Married?,2007
Drama,142 minutes,Warner Bros. Pictures,Letters from Iwo Jima,2006
Drama,114 minutes,Fidlit Films,Being 17 (Quand on a 17 ans),2016
Drama,138 minutes,Hemdale Film Corporation,Vincent & Theo,1990
Drama,100 minutes,20th Century Fox,True Story,2015
Drama,62 minutes,Monogram,The Ape,1940
Drama,90 minutes,Freestyle Releasing,Standing Still,2005
Drama,101 minutes,20th Century Fox,The Sandlot,1993
Drama,122 minutes,Warner Bros. Pictures,Fearless,1993
Drama,124 minutes,Walt Disney Pictures,The Fifth Estate,2013
Drama,101 minutes,Paramount Classics,Till Human Voices Wake Us,2003
Drama,102 minutes,Kino,Ayurveda: the Art of Being,2002
Drama,100 minutes,Vestron Video,Midnight Crossing,1988
Drama,102 minutes,Fox Atomic,The Rocker,2008
Drama,97 minutes,Paramount Pictures,Wasted on the Young,2010
Drama,119 minutes,Sony Pictures,In the Cut,2003
Drama,110 minutes,Warner Bros. Pictures,The Good Lie,2014
Drama,95 minutes,HBO Films,Dim Sum Funeral,2008
Drama,104 minutes,HBO Video,Citizen X,1995
Drama,100 minutes,Lantern Lane Entertainment,Easier with Practice,2009
Drama,97 minutes,Ruby Films,Chatroom,2010
Drama,90 minutes,Columbia Pictures,The Big Heat,1953
Drama,110 minutes,20th Century Fox Film Corporation,The Panic in Needle Park,1971
Drama,95 minutes,Sony Picture Classics,L'Enfant,2006
Drama,133 minutes,Lionsgate,The Next Three Days,2010
Drama,90 minutes,Monterey Media,Runoff,2015
Drama,90 minutes,Eone Films,Big Sky,2015
Drama,142 minutes,Sony Pictures,The Amazing Spider-Man 2,2014
Drama,107 minutes,Roadside Attractions,Arbitrage,2012
Drama,114 minutes,Warner Home Video,Tightrope,1984
Drama,89 minutes,Variance Films,"3, 2, 1... Frankie Go Boom",2012
Drama,105 minutes,Oscilloscope Laboratories,Bellflower,2011
Drama,84 minutes,Koch Vision,Ballet Shoes,2008
Drama,95 minutes,Open Road Films,Sleepless,2017
Drama,57 minutes,Universal Pictures,Metroland,1999
Drama,100 minutes,New Line Cinema,Birth,2004
Drama,95 minutes,February Films,Road Games,2016
Drama,90 minutes,Asylum Entertainment,Ring of Fire,2013
Drama,98 minutes,United Artists,Kansas City Confidential (The Secret Four),1952
Drama,140 minutes,Twentieth Century Fox Home Entertainment,The Agony and the Ecstasy,1965
Drama,117 minutes,IFC Films,Jimmy P.,2014
Drama,108 minutes,HBO Video,Creator,1985
Drama,127 minutes,20th Century Fox,Life of Pi,2012
Drama,90 minutes,Studio Not Available,Liberty Kid,2008
Drama,103 minutes,Studio Not Available,The Year My Voice Broke,1987
Drama,72 minutes,Zeitgeist Films,Bestiaire,2012
Drama,124 minutes,20th Century Fox,The Day After Tomorrow,2004
Drama,155 minutes,Dreamworks Distribution LLC,Amistad,1997
Drama,95 minutes,Criterion Collection,12 Angry Men (Twelve Angry Men),1957
Drama,116 minutes,Touchstone Pictures,Shopgirl,2005
Drama,109 minutes,Warner Home Video,Outland,1981
Drama,84 minutes,Paramount Classics,I'll Sleep When I'm Dead,2004
Drama,100 minutes,IFC Films,Red Riding: 1983,2009
Drama,114 minutes,Oscilloscope Laboratories,The Second Mother (Que Horas Ela Volta?),2015
Drama,119 minutes,Magnolia Pictures,The Host,2007
Drama,112 minutes,Sony Pictures Home Entertainment,City Hall,1996
Drama,123 minutes,Keystone Entertainment,Dancing at the Blue Iguana,2000
Drama,95 minutes,Sony Pictures Home Entertainment,Waterland,1992
Drama,137 minutes,Samuel Goldwyn Company,Lolita,1997
Drama,119 minutes,Microcinema International,The Collector,1965
Drama,94 minutes,Saban Films and Lionsgate,Braven,2018
Drama,135 minutes,Wellspring Media Inc.,The Last Metro (Le Dernier Mtro),1981
Drama,90 minutes,A24 Films,The Bling Ring,2013
Drama,78 minutes,Film Movement,Manito,2003
Drama,153 minutes,The Weinstein Company,Inglourious Basterds,2009
Drama,115 minutes,Warner Home Video,Goodbye Lover,1998
Drama,106 minutes,Paramount Pictures,Ghost in the Shell,2017
Drama,109 minutes,Paramount Pictures,Runaway Bride,1999
Drama,85 minutes,Tribeca Films,Shut Up Little Man!,2011
Drama,102 minutes,Sony Pictures Entertainment,Felon,2008
Drama,134 minutes,WARNER BROTHERS PICTURES,I Remember Mama,1948
Drama,115 minutes,Buena Vista Pictures,Deceived,1991
Drama,92 minutes,Netflix,A Christmas Prince,2017
Drama,130 minutes,Focus Features,Anna Karenina,2012
Drama,88 minutes,Sony Pictures Classics,The Hollars,2016
Drama,112 minutes,The Weinstein Company,The Intouchables,2012
Drama,108 minutes,Newmarket Films,Creation,2010
Drama,140 minutes,Paladin Films,Midnight's Children,2013
Drama,102 minutes,Drafthouse Films,Four Lions,2010
Drama,144 minutes,AMC/The Collective/BloodyDisgusting,Cold Fish,2011
Drama,93 minutes,IFC Films,London Boulevard,2011
Drama,90 minutes,Newmarket Films,Death of a President,2006
Drama,116 minutes,Open Road Films,Bleed For This,2016
Drama,119 minutes,Elysian Dreams,Afterglow,1997
Drama,107 minutes,Eros Entertainment,Eklavya,2007
Drama,102 minutes,Twentieth Century Fox Home Entertainment,The Scout,1994
Drama,117 minutes,Warner Bros. Pictures,Driven,2001
Drama,104 minutes,Orion Home Video,Love Field,1992
Drama,111 minutes,The Weinstein Company,Sarah's Key,2011
Drama,101 minutes,Sville Pictures,Amal,2008
Drama,93 minutes,MGM,Music Within,2007
Drama,122 minutes,United Artists,Hair,1979
Drama,87 minutes,First Look Pictures,Relative Values,2000
Drama,109 minutes,Bleecker Street,Leave No Trace,2018
Drama,150 minutes,Universal Pictures,The Majestic,2001
Drama,125 minutes,20th Century Fox,The Fault In Our Stars,2014
Drama,111 minutes,Soda Pictures Ltd.,Balzac and the Little Chinese Seamstress,2005
Drama,95 minutes,Paramount Home Video,Juice,1992
Drama,Runtime Not Available,CBS Films,Winchester,2018
Drama,113 minutes,New Line Cinema,The Butterfly Effect,2004
Drama,125 minutes,Cohen Media Group,The Salesman (Forushande),2017
Drama,100 minutes,Noor Pictures,Theeb,2015
Drama,127 minutes,Palm Pictures,Purple Butterfly (Zi hudie),2004
Drama,135 minutes,IFC Films,Che: Part Two (Guerrilla),2008
Drama,84 minutes,Lucky Hat Entertainment,Everything Strange and New,2011
Drama,110 minutes,Momentum Pictures,In Dubious Battle,2017
Drama,107 minutes,MGM Home Entertainment,Not Without My Daughter,1991
Drama,101 minutes,Warner Independent,Rails & Ties,2007
Drama,133 minutes,Paramount Classics,And Now Ladies & Gentlemen,2003
Drama,89 minutes,Truly Indie,Graduation,2007
Drama,107 minutes,Universal,October Sky,1999
Drama,87 minutes,Studio Not Available,Die Zrtlichkeit der Wlfe (The Tenderness of Wolves),1973
Drama,113 minutes,Sundance Selects,The French Minister,2014
Drama,90 minutes,Sony Pictures Classics,Chicken with Plums,2012
Drama,106 minutes,Miramax Films,Adventureland,2009
Drama,101 minutes,Warner Bros.,16 Blocks,2006
Drama,119 minutes,Freestyle Releasing,Me and Orson Welles,2009
Drama,90 minutes,Film Movement,Broken,2013
Drama,90 minutes,The Film Arcade,Unexpected,2015
Drama,165 minutes,IFC Films,Boyhood,2014
Drama,89 minutes,Epoch Entertainment,Mad Cowgirl,2006
Drama,87 minutes,Redbus Film Distribution,Grand Theft Parsons,2004
Drama,116 minutes,Vertical Entertainment,Berlin Syndrome,2017
Drama,92 minutes,Fox,The Transporter,2002
Drama,118 minutes,Universal,Man on the Moon,1999
Drama,91 minutes,Radius-TWC,The One I Love,2014
Drama,96 minutes,Magnolia Pictures,Broken English,2007
Drama,2 minutes,Lions Gate Distribution,The Hard Word,2003
Drama,105 minutes,Studio Not Available,49th Parallel (The Invaders),1941
Drama,107 minutes,Kino Lorber,Way Down East,1920
Drama,161 minutes,United Artists,"It's a Mad, Mad, Mad, Mad World",1963
Drama,91 minutes,Saban Films,Small Town Crime,2018
Drama,91 minutes,Paramount Home Video,Oliver's Story,1978
Drama,103 minutes,IFC Films,Gangster No. 1,2000
Drama,109 minutes,Tribeca Film,Listen Up Philip,2014
Drama,128 minutes,Columbia Pictures,Against All Odds,1984
Drama,110 minutes,Indican,The Boondock Saints,1999
Drama,115 minutes,Sony Pictures Classics,Capote,2005
Drama,78 minutes,Revolver Entertainment,Tony,2009
Drama,120 minutes,MGM,Mr. Brooks,2007
Drama,91 minutes,Oscilloscope Pictures,Whitewash,2014
Drama,94 minutes,Artisan Entertainment,Novocaine,2001
Drama,98 minutes,Summit Entertainment,A Better Life,2011
Drama,126 minutes,Sony Pictures Entertainment,Steamboy,2005
Drama,96 minutes,MGM/UA,Evelyn,2002
Drama,94 minutes,First Look Pictures,Chopper,2001
Drama,112 minutes,Cinedigm Entertainment,Night Moves,2014
Drama,87 minutes,Lionsgate Films,The Angriest Man in Brooklyn,2014
Drama,126 minutes,Warner Bros. Pictures,Her,2013
Drama,120 minutes,Goldwyn Films,Live Flesh (Carne trmula),1998
Drama,97 minutes,Universal Pictures,The Breakfast Club,1985
Drama,95 minutes,Tartan USA,Triad Election (Hak se wui yi wo wai kwai),2007
Drama,93 minutes,Monterey Media Inc.,Trucker,2009
Drama,119 minutes,TriStar Pictures,Nothing in Common,1986
Drama,120 minutes,Focus Features,The Danish Girl,2015
Drama,96 minutes,Working Title Films,We Are Your Friends,2015
Drama,90 minutes,Samuel Goldwyn Films,Mountain Patrol (Kekexili),2006
Drama,99 minutes,Independent Pictures,Mooz-lum,2011
Drama,112 minutes,MGM Home Entertainment,Betrayed,1988
Drama,97 minutes,Sony Pictures Home Entertainment,SLC Punk,1998
Drama,90 minutes,Mangusta Productions,Fix,2009
Drama,165 minutes,Paramount Pictures,In Harm's Way,1965
Drama,109 minutes,Newmarket Film Group,Monster,2004
Drama,98 minutes,Starz,Lightning Bug,2004
Drama,90 minutes,Magnolia Pictures,Weirdsville,2007
Drama,114 minutes,Universal Studios,A Walk Among the Tombstones,2014
Drama,113 minutes,Fox International,Miss Bala,2012
Drama,96 minutes,20th Century Fox Film Corporation,Bus Stop,1956
Drama,123 minutes,Warner Bros. Pictures,Pay It Forward,2000
Drama,145 minutes,Argos Films,The Sacrifice,1986
Drama,95 minutes,Twentieth Century Fox,Damnation Alley,1977
Drama,104 minutes,Warner Independent Pictures,December Boys,2007
Drama,132 minutes,Kino International,Amen,2003
Drama,98 minutes,New Yorker Films,My Best Fiend (Mein liebster Feind - Klaus Kinski),1999
Drama,87 minutes,All Channel Films,The Big Combo,1955
Drama,88 minutes,Miramax,Children of Heaven (Bacheha-Ye aseman),1999
Drama,104 minutes,Floodland Pictures,I Am Not a Serial Killer,2016
Drama,105 minutes,Media Home Entertainment,Bat 21,1988
Drama,136 minutes,Well Go USA,The Thieves,2012
Drama,121 minutes,Sony Pictures,Inferno,2016
Drama,125 minutes,Sony Pictures Classics,The Beautiful Country,2005
Drama,90 minutes,Roadside Attractions,A Hologram for the King,2016
Drama,100 minutes,Magnolia Pictures,Two Lovers,2008
Drama,97 minutes,Dada Films,Return,2012
Drama,97 minutes,IFC Films,Two Lives (Zwei Leben),2014
Drama,114 minutes,MCA Universal Home Video,In Which We Serve,1942
Drama,90 minutes,Nelson Entertainment,Lord of the Flies,1989
Drama,89 minutes,Universal Pictures,The Wedding Date,2005
Drama,107 minutes,Miramax Films,Bridget Jones: The Edge of Reason,2004
Drama,82 minutes,Dada Films,Tomboy,2011
Drama,80 minutes,Sony Pictures Classics,Tim's Vermeer,2014
Drama,108 minutes,Buena Vista Distribution Compa,Sweet Home Alabama,2002
Drama,95 minutes,Artisan Entertainment,Made,2001
Drama,92 minutes,Lionsgate/Saban Films,The Forger,2015
Drama,102 minutes,Rialto Pictures,Contempt,1964
Drama,90 minutes,Pantelion Films,The Vatican Tapes,2015
Drama,103 minutes,Lionsgate Films,The Perks of Being a Wallflower,2012
Drama,102 minutes,Liberated Artists,Look,2007
Drama,109 minutes,Warner Home Video,Dead Bang,1989
Drama,98 minutes,New Real Films,Born To Be Blue,2016
Drama,124 minutes,Walt Disney Pictures,Million Dollar Arm,2014
Drama,123 minutes,Sony Pictures Classics,Pollock,2000
Drama,116 minutes,Relativity Media,Out of the Furnace,2013
Drama,108 minutes,Hollywood Pictures,Taking Care of Business,1990
Drama,89 minutes,Warner Bros. Pictures,The Big Bounce,2004
Drama,86 minutes,Miasma Films,The Happy Sad,2013
Drama,104 minutes,Netflix,Christmas Inheritance,2017
Drama,190 minutes,United Artists,Orphans of the Storm,1921
Drama,93 minutes,IFC Films,Love After Love,2018
Drama,101 minutes,Gravitas Ventures,Perfect Sisters,2014
Drama,89 minutes,Sony Picture Classics,The Road Home (Wo de fu qin mu qin),2001
Drama,110 minutes,RKO Radio Pictures,Sudden Fear,1952
Drama,102 minutes,MGM,Across 110th Street,1972
Drama,109 minutes,RKO Radio Pictures,The Bishop's Wife,1948
Drama,90 minutes,MGM Home Entertainment,Hurricane Streets,1997
Drama,121 minutes,MGM,Pumpkin,2002
Drama,103 minutes,Focus Features,The Young Messiah,2016
Drama,106 minutes,Fox Searchlight Pictures,Win Win,2011
Drama,105 minutes,Sony Pictures Classics,Film Stars Don't Die in Liverpool,2017
Drama,110 minutes,Square Enix Company,Kingsglaive: Final Fantasy XV,2016
Drama,153 minutes,Agav Films,"Rabin, the Last Day",2016
Drama,103 minutes,Universal Pictures,The Thing,2011
Drama,77 minutes,Codeblack Entertainment,My Brother,2006
Drama,129 minutes,Universal Pictures,The Sting,1973
Drama,120 minutes,Miramax,Rounders,1998
Drama,129 minutes,Buena Vista,The Other Sister,1999
Drama,99 minutes,Sony Pictures Classics,Still Alice,2015
